Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2018,Fall,ECE,220,2,13,8,5,10,5,3,4,3,2,1,2,3,1,"Hu, Yih-Chun"
2018,Fall,ECE,310,7,24,4,8,17,6,10,4,3,2,0,1,2,1,"Bresler, Yoram"
2018,Fall,ECE,310,3,15,4,8,19,0,4,4,4,1,3,1,6,0,"Katselis, Dimitrios"
2018,Fall,ECE,311,15,47,33,8,9,2,1,6,0,1,3,0,5,1,"Bresler, Yoram"
2018,Fall,ECE,313,5,8,5,3,19,4,7,5,1,2,4,2,1,0,"Lu, Yi"
2018,Fall,ECE,313,2,6,2,1,15,6,10,9,3,2,3,0,2,0,"Katselis, Dimitrios"
2018,Fall,ECE,316,0,33,12,8,8,2,0,0,0,0,0,0,0,0,"Hillmer, Philip M"
2018,Fall,ECE,329,0,3,7,7,3,3,3,3,2,4,1,0,2,1,"Lee, Minjoo L"
2018,Fall,ECE,329,3,6,4,0,1,4,2,3,2,3,1,0,0,0,"Ilie, Raluca"
2018,Fall,ECE,330,1,8,5,4,11,8,4,14,5,1,5,0,0,0,"Sauer, Peter W"
2018,Fall,ECE,340,3,3,5,2,2,3,0,2,4,1,2,1,3,0,"Kim, Kyekyoon"
2018,Fall,ECE,340,2,3,2,4,6,1,2,0,2,0,3,1,4,0,"Leburton, Jean-Pierre"
2018,Fall,ECE,342,0,2,3,3,18,7,7,4,1,0,0,0,0,0,"Schutt-Aine, Jose E"
2018,Fall,ECE,444,4,13,0,0,10,0,0,1,0,0,1,0,0,0,"Lyding, Joseph W"
2018,Fall,ECON,102,54,83,80,52,72,34,27,40,14,13,15,3,10,2,"DiIanni, Isaac"
2018,Fall,ECON,102,1138,292,79,42,46,17,18,22,2,10,10,5,46,2,"Vazquez, Jose J"
2018,Fall,ECON,102,0,0,1,8,3,3,1,2,6,0,1,2,0,0,"Jogani, Chitra"
2018,Fall,ECON,103,58,146,134,128,143,93,49,50,23,13,11,6,17,4,"McDermott, Eric M"
2018,Fall,ECON,202,32,112,45,39,103,24,14,37,10,10,14,14,11,1,"Schultz, Colleen"
2018,Fall,ECON,203,10,10,5,7,5,5,3,0,1,3,2,0,4,0,"Gualavisi Diaz, Melany A"
2018,Fall,ECON,203,15,10,11,6,7,5,6,11,3,5,3,3,10,0,"Batista Guerra, Marcelino"
2018,Fall,ECON,203,19,24,17,13,16,12,15,12,8,4,6,3,6,0,"Marques de Amor, Guilherm"
2018,Fall,ECON,203,66,43,23,23,23,22,15,19,9,3,6,2,11,3,"Petry, Joseph A"
2018,Fall,ECON,302,38,34,25,22,26,15,8,10,8,3,5,1,5,0,"DiIanni, Isaac"
2018,Fall,ECON,302,2,4,1,0,4,4,3,1,5,3,2,2,4,3,"Fang, Chiyuan"
2018,Fall,ECON,302,40,77,63,53,69,49,39,49,21,22,25,14,38,3,"Buckley, Bryan D"
2018,Fall,ECON,302,0,9,7,13,3,0,0,0,0,0,0,0,0,0,"Miller, Nolan H"
2018,Fall,ECON,303,2,8,9,2,18,3,2,11,2,0,0,0,0,0,"McDermott, Eric M"
2018,Fall,ECON,303,5,27,31,48,41,20,13,6,2,1,3,3,1,1,"Zhao, Rui"
2018,Fall,ECON,426,3,5,9,7,5,5,5,3,0,0,0,0,0,0,"Grigoryan, Aram"
2018,Fall,ECON,437,8,5,4,4,1,2,2,0,1,4,0,0,1,0,"Yang, Bei"
2018,Fall,ECON,471,6,16,8,9,11,11,14,13,6,6,7,0,3,2,"Arvin-Rad, Hassan"
2018,Fall,ECON,475,5,20,4,5,14,4,0,5,0,1,1,3,1,0,"Philipps, Collin S"
2018,Fall,ECON,490,4,5,1,0,5,4,4,3,0,2,1,1,1,1,"Shakiba, Mehdi"
2018,Fall,ECON,490,3,4,3,5,0,3,2,0,2,0,0,0,0,0,"Bonomo, Marco Antonio C"
2018,Fall,ECON,490,5,3,9,8,4,3,0,1,0,0,0,0,0,0,"Baerlocher Carv, Diogo"
2018,Fall,ECON,500,5,10,10,13,6,9,0,5,0,0,0,0,0,1,"Krasa, Stefan"
2018,Fall,ECON,502,1,5,15,16,14,4,1,1,0,0,0,0,0,1,"Toossi, Ali"
2018,Fall,ECON,590,3,16,12,11,3,1,0,1,0,0,0,0,0,1,"Bartik, Alexander W"
2018,Fall,EDUC,101,0,122,0,0,5,0,0,2,0,0,1,0,0,1,"Jo, Katherine K"
2018,Fall,EDUC,201,19,5,3,1,0,0,0,0,0,0,0,0,0,0,"Gueye, Mor"
2018,Fall,EDUC,201,0,25,1,1,1,0,0,0,0,0,0,0,0,1,"Turner, Francena F"
2018,Fall,EDUC,201,3,19,0,3,1,0,0,0,0,0,0,0,0,0,"Haniya, Samaa H"
2018,Fall,EDUC,201,0,25,1,2,0,0,0,0,0,0,0,0,0,0,"Bohonos, Jeremy W"
2018,Fall,EDUC,202,7,39,25,15,7,0,0,0,0,0,0,0,0,0,"Gutierrez, Rochelle"
2018,Fall,ENG,198,11,36,0,0,15,0,0,3,0,0,0,0,0,0,"Amos, Jennifer"
2018,Fall,ENG,198,3,17,0,1,2,0,0,2,0,0,0,0,0,0,"Newell, Brooke S"
2018,Fall,ENG,198,0,66,4,0,3,0,0,0,0,0,0,0,0,0,"Bradley, Joe A"
2018,Fall,ENG,198,10,28,9,5,4,0,0,0,0,1,1,1,1,0,"Witmer, Ann-Perry"
2018,Fall,ENG,199,0,41,2,0,0,1,0,1,0,0,0,1,0,0,"Favila, Ivanhoe"
2018,Fall,ENGL,104,1,13,6,2,3,1,0,1,0,0,0,0,0,0,"Musser, John J"
2018,Fall,ENGL,104,6,7,4,3,7,3,8,5,2,1,0,0,2,0,"Camargo, Sandra"
2018,Fall,ENGL,104,1,18,2,3,2,0,0,0,1,0,1,0,0,0,"Witte, Jessica C"
2018,Fall,ENGL,109,0,2,8,4,3,2,0,1,1,0,0,0,0,0,"Gilmore, Shawn P"
2018,Fall,ENGL,109,0,14,1,2,5,0,0,0,0,0,0,0,1,0,"O'Brien, Valerie E"
2018,Fall,ENGL,200,0,20,2,0,2,0,0,0,0,0,0,0,0,0,"Spires, Derrick"
2018,Fall,ENGL,200,0,23,17,5,1,0,0,0,0,0,0,0,1,0,"Pollock, Anthony"
2018,Fall,ENGL,300,0,4,7,3,1,2,2,1,1,0,0,0,1,0,"Gaedtke, Andrew"
2018,Fall,ENGL,300,0,6,7,7,1,2,0,0,0,0,0,0,0,0,"Curry, Ramona"
2018,Fall,ENGL,301,0,4,10,6,1,1,0,0,0,1,0,0,0,0,"Basu, Anustup"
2018,Fall,ENGL,301,1,4,17,0,1,0,0,0,0,0,0,0,0,0,"Hansen, James A"
2018,Fall,EOL,547,6,20,9,4,3,1,0,1,0,0,0,0,0,0,"Alexander, Samuel K"
2018,Fall,EPOL,550,0,33,1,0,1,0,0,1,0,0,0,0,0,0,"Thorstensson Da, Liv S"
2018,Fall,EPS,310,16,39,7,4,2,2,0,1,0,0,0,0,3,0,"Anderson, James D"
2018,Fall,EPS,536,2,119,3,0,2,3,1,1,0,0,1,0,1,0,"Pak, Yoon K"
2018,Fall,EPSY,220,0,17,0,1,1,0,0,1,0,1,0,0,4,0,"Youn, Jisoo"
2018,Fall,EPSY,220,3,23,9,4,5,0,0,4,0,0,0,0,1,1,"Colbert, Cassandra L"
2018,Fall,EPSY,485,7,24,3,1,1,1,0,0,0,0,0,0,0,0,"Mann, Jay A"
2018,Fall,ESE,200,11,9,26,17,14,7,1,2,3,1,2,1,3,1,"Tomkin, Jonathan H"
2018,Fall,FAA,220,55,20,3,2,0,0,1,0,1,0,1,0,0,0,"Becker, Susan E"
2018,Fall,FIN,221,2,40,10,8,15,9,1,14,4,2,3,0,1,0,"Park, Ji Min"
2018,Fall,FIN,221,0,18,4,8,23,7,4,10,2,1,7,0,3,0,"Lal Jagadheesh, Reshma"
2018,Fall,FIN,221,2,34,14,10,26,3,4,8,3,4,3,0,3,0,"Pecas Correia, Filipe"
2018,Fall,FIN,221,1,52,17,15,28,8,3,7,3,2,3,0,0,0,"Dyer, Michael A"
2018,Fall,FIN,221,6,46,3,12,24,1,6,7,2,3,3,0,6,0,"Li, Sida"
2018,Fall,FIN,221,2,41,12,5,24,4,5,13,1,1,6,0,2,0,"AlBader, Sulaiman H S B"
2018,Fall,FIN,241,2,18,4,10,6,1,1,1,0,0,0,0,0,0,"Perkins, Scott E"
2018,Fall,FIN,300,4,2,5,1,8,6,4,3,2,2,1,0,3,1,"Spencer, Xiangyi X"
2018,Fall,FIN,300,0,1,1,1,4,3,1,5,2,1,0,2,3,1,"Waspi, Kevin G"
2018,Fall,FIN,300,0,3,10,6,18,8,8,20,2,3,3,0,7,2,"Smith, Mark K"
2018,Fall,FIN,321,9,44,14,15,22,19,1,3,2,0,0,0,0,0,"Huang, Jiekun"
2018,Fall,FIN,321,0,13,9,11,23,12,0,2,4,0,0,0,0,0,"Peters, Stephen R"
2018,Fall,FIN,411,3,12,11,6,2,3,1,1,0,0,0,0,0,1,"Choi, Jaewon"
2018,Fall,FIN,423,0,39,6,10,2,0,0,0,0,0,0,0,0,1,"Krueger, George J"
2018,Fall,FIN,435,0,26,35,28,27,5,1,0,0,0,0,1,0,0,"Raskie, Sterling"
2018,Fall,FIN,445,33,32,7,3,4,2,1,0,0,0,0,0,0,0,"Chinco, Alexander M"
2018,Fall,FIN,501,4,36,17,35,17,15,1,2,1,0,0,0,0,0,"Deryugina, Tatyana"
2018,Fall,FIN,511,17,360,148,38,107,56,13,1,2,1,0,0,15,6,"Weisbenner, Scott J"
2018,Fall,FIN,511,0,32,45,46,26,1,0,0,0,0,0,0,0,0,"Pollet, Joshua M"
2018,Fall,FIN,512,4,29,19,14,10,3,0,0,0,0,0,0,0,0,"Widdicks, Martin"
2018,Fall,FIN,580,8,22,7,13,11,2,0,0,0,0,0,1,0,0,"Deryugina, Tatyana"
2018,Fall,FIN,580,0,77,8,2,0,0,0,0,0,0,0,0,0,0,"Noonan, James R"
2018,Fall,FIN,580,2,12,6,1,1,0,0,1,0,0,0,0,0,0,"Zhang, Li"
2018,Fall,FIN,580,1,22,24,19,15,0,0,0,0,0,0,0,0,2,"Molitor, David"
2018,Fall,FIN,580,2,10,14,8,7,3,0,0,0,0,0,0,0,0,"Smith, Mark K"
2018,Fall,FIN,580,42,51,36,0,15,1,3,0,1,0,0,0,0,1,"Yang, Xi"
2018,Fall,FIN,580,1,11,3,6,14,3,4,0,0,0,1,0,0,1,"Raskie, Sterling"
2018,Fall,FSHN,101,3,27,7,6,4,5,4,6,0,1,1,1,2,0,"Schmidt, Shelly J"
2018,Fall,GEOL,100,15,9,10,6,11,3,4,5,2,1,2,1,2,1,"Long, Ann D"
2018,Fall,GER,103,4,11,5,8,9,3,3,2,0,0,0,0,1,0,"Henke, Anna E"
2018,Fall,GLBL,100,4,10,3,0,0,2,0,2,2,1,0,2,0,0,"Bonatti, Valeria"
2018,Fall,GLBL,100,9,7,3,0,2,0,0,1,1,0,0,0,2,0,"Wedig, Timothy E"
2018,Fall,GLBL,100,5,19,17,3,8,0,0,0,0,1,0,0,0,0,"Fogelman, Charles J"
2018,Fall,GLBL,100,5,21,17,6,4,0,1,0,1,0,0,0,3,0,"Pack, Tyler J"
2018,Fall,GS,101,0,64,6,3,2,1,0,3,1,1,0,0,2,1,"Arnold, Jessica A"
2018,Fall,GS,101,0,40,0,0,0,1,0,1,0,0,0,0,1,0,"Bjorkman, Veronica"
2018,Fall,GS,101,0,36,0,0,1,0,0,0,0,0,0,0,2,0,"Leman, Clarissa R"
2018,Fall,GS,101,0,54,12,2,4,0,1,2,0,0,0,0,0,1,"Beaty, Brianna L"
2018,Fall,GS,101,21,14,1,1,2,1,0,0,0,1,0,0,2,0,"Helton, Caroline A"
2018,Fall,GS,101,0,52,2,2,2,3,1,0,1,0,0,0,1,0,"Talbott, Katelyn R"
2018,Fall,GS,101,0,34,1,1,0,1,0,0,0,0,1,0,2,0,"Graven, Laura J"
2018,Fall,GS,101,0,38,0,1,0,1,1,0,0,0,1,0,1,0,"Shumway, Trent A"
2018,Fall,GS,101,0,33,1,0,2,0,2,0,0,0,0,0,1,0,"Chlebanowski, Rachel L"
2018,Fall,GS,101,0,18,2,0,0,3,3,5,0,0,0,0,3,0,"Jackson, Lisa"
2018,Fall,GS,101,25,8,4,0,0,1,1,0,1,1,0,0,1,1,"Davidson, Emily N"
2018,Fall,GS,101,0,63,15,7,8,0,2,0,0,0,0,0,0,0,"Masters, Michael D"
2018,Fall,GS,101,71,28,1,0,2,2,2,1,0,0,1,1,0,0,"Gardiner, Sarah A"
2018,Fall,GS,101,0,34,1,1,0,0,0,1,1,0,1,2,0,0,"Jamal, Malcolm A"
2018,Fall,GS,101,0,65,5,2,0,2,1,4,1,0,0,0,5,0,"Bear, Jodi L"
2018,Fall,GS,101,0,46,7,7,5,1,3,7,2,0,2,0,8,0,"Myers, Michael D"
2018,Fall,GS,101,0,37,1,2,1,0,1,0,0,0,0,0,0,0,"Readel, Karin E"
2018,Fall,GS,101,0,35,2,0,2,1,0,1,0,0,0,0,0,0,"Pokimica, Jelena"
2018,Fall,GS,101,0,66,2,4,2,1,0,1,2,0,1,0,2,1,"Sandler, Chaya S"
2018,Fall,GS,101,1,34,4,3,0,0,0,0,0,0,0,0,0,1,"Cox, Rodger S"
2018,Fall,GS,101,0,41,0,0,0,0,0,1,0,0,0,0,1,0,"Mizell, David L"
2018,Fall,GS,101,0,33,2,1,2,0,0,2,0,1,0,0,2,0,"Davis, Lori E"
2018,Fall,GS,101,0,37,2,0,0,1,0,0,1,0,0,0,1,0,"Williams, Melissa"
2018,Fall,GS,101,9,20,4,0,0,0,0,0,1,0,0,1,0,0,"Patterson, Katelyn"
2018,Fall,GS,101,0,44,3,1,6,2,0,2,0,0,3,1,0,0,"Farr, Teresa J"
2018,Fall,GWS,100,1,13,13,8,10,4,7,2,1,5,5,0,13,0,"Gargiulo, Megan E"
2018,Fall,HDFS,101,29,6,7,5,1,2,2,1,0,0,1,0,1,0,"Anderson, Barbara R"
2018,Fall,HDFS,105,51,30,11,7,5,3,3,0,2,0,0,0,4,0,"Anderson, Brianna L"
2018,Fall,HDFS,120,0,13,12,13,8,2,3,0,1,1,0,0,1,1,"Kramer, Karen"
2018,Fall,HIST,100,9,49,4,2,2,0,0,1,0,0,0,1,1,0,"Osei, Cassandra A"
2018,Fall,HIST,100,4,29,3,1,5,0,0,1,1,0,1,0,0,0,"Ito, Koji"
2018,Fall,HIST,100,2,46,3,4,9,1,1,0,0,1,1,0,2,0,"Ghanoui, Saniya L"
2018,Fall,HIST,100,0,21,4,4,14,0,0,1,1,0,1,0,1,1,"Yost, Franziska M"
2018,Fall,HIST,120,17,21,9,10,4,1,1,5,1,0,1,0,1,0,"Zhang, Shaodan"
2018,Fall,HIST,120,13,23,17,4,5,5,0,0,1,0,0,0,0,0,"Liu, Lingyan"
2018,Fall,HIST,141,1,3,2,5,6,4,0,0,0,0,0,0,0,0,"Dean, Elizabeth"
2018,Fall,HIST,141,2,8,10,3,9,4,2,4,1,0,0,0,4,0,"Diaz, Valerie M"
2018,Fall,HIST,142,0,15,6,13,7,3,0,1,0,0,0,0,0,0,"Jaimes, Marco"
2018,Fall,HIST,171,33,26,2,2,3,0,2,0,0,0,0,0,1,0,"Vaughn, Taryn K"
2018,Fall,HIST,172,7,10,19,17,6,6,0,0,0,1,1,0,0,0,"Tye, Nathan T"
2018,Fall,HORT,107,0,60,4,16,19,0,0,0,0,0,0,0,1,0,"Noland, Dianne A"
2018,Fall,IB,150,12,138,72,70,102,53,50,56,26,21,19,5,19,3,"Clegg, Benjamin F"
2018,Fall,IB,151,0,29,26,10,16,3,3,2,0,0,0,0,0,0,"Whitfield, James B"
2018,Fall,IB,360,8,66,10,16,48,2,2,10,0,0,0,0,0,2,"Baena Bejarano, Nathalie"
2018,Fall,IE,300,5,13,15,11,17,9,14,11,1,5,3,4,5,1,"King, Douglas M"
2018,Fall,INFO,490,0,18,7,1,2,2,0,0,1,0,0,0,3,0,"Haberman, Michael"
2018,Fall,IS,501,14,10,4,1,1,0,0,0,0,0,0,0,0,0,"Schneider, Jodi A"
2018,Fall,IS,501,0,59,5,1,1,0,0,0,0,0,0,0,1,0,"Smith, Linda C"
2018,Fall,IS,504,9,7,2,2,1,1,0,0,0,0,0,0,0,0,"Wong, Melissa A"
2018,Fall,IS,542,0,10,22,7,6,4,2,7,0,0,0,0,0,0,"Dubin, David S"
2018,Fall,IS,543,2,26,14,8,5,4,1,1,0,0,0,0,0,0,"Darch, Peter T"
2018,Fall,IS,590,0,39,3,1,2,3,0,0,0,0,0,0,0,0,"Weible, John D"
2018,Fall,IS,590,0,29,10,5,2,0,0,0,0,0,0,0,0,0,"Turk, Matthew J"
2018,Fall,IS,590,0,24,5,1,0,0,0,0,0,0,0,0,0,0,"Wonderlich, Michael C"
2018,Fall,IS,590,0,19,2,0,0,0,0,0,0,0,0,0,1,0,"Gough, John P"
2018,Fall,JAPN,201,7,8,9,8,2,4,1,1,1,1,0,0,0,0,"Sadler, Misumi"
2018,Fall,JOUR,200,0,6,5,0,13,0,0,1,0,0,0,0,0,0,"Holden, Benjamin A"
2018,Fall,KIN,102,0,73,0,0,1,0,0,1,0,0,0,0,1,0,"Sung, Jong Hun"
2018,Fall,KIN,104,0,409,0,0,56,0,0,27,0,0,10,0,11,1,"Park, Doo Jae"
2018,Fall,KIN,109,0,24,0,1,1,0,0,0,1,0,0,0,0,1,"Gawrisch, Daniel P"
2018,Fall,KIN,109,0,43,0,0,6,0,0,0,0,0,1,0,0,0,"Morales, Dakota G"
2018,Fall,KIN,122,100,190,163,75,54,56,42,28,29,11,8,6,37,3,"Richards, Alicia"
2018,Fall,KIN,122,0,15,0,10,39,0,12,17,0,0,6,0,5,1,"Wilund, Kenneth"
2018,Fall,KIN,142,0,725,0,0,132,0,0,58,0,0,19,0,23,2,"Sydnor, Synthia"
2018,Fall,KIN,249,441,142,45,18,16,11,6,5,1,0,3,3,18,1,"Haugen, Matthew B"
2018,Fall,LAS,101,1086,227,76,75,84,25,32,18,18,12,19,14,43,0,"Soranso, Murillo S"
2018,Fall,LAS,292,63,65,9,2,13,1,0,0,2,0,8,9,0,0,"Lamers, Nicole A"
2018,Fall,LAW,602,2,8,10,19,27,12,4,1,0,0,0,0,0,0,"Ross, Richard J"
2018,Fall,LAW,603,0,5,5,14,8,5,2,2,0,0,0,0,0,0,"Robbennolt, Jennifer K"
2018,Fall,LAW,604,1,4,3,16,9,3,3,1,0,0,0,0,0,0,"Etienne, Margareth"
2018,Fall,LAW,605,2,12,28,43,20,2,2,1,1,0,1,0,0,0,"Leipold, Andrew D"
2018,Fall,LAW,609,1,2,2,10,1,3,1,1,0,0,0,0,0,0,"Schulte, Aylon"
2018,Fall,LAW,627,0,3,1,8,4,3,2,0,0,0,0,0,0,0,"Healey, Paul D"
2018,Fall,LAW,633,2,13,27,71,16,5,0,1,0,0,0,0,0,0,"Aviram, Amitai"
2018,Fall,LER,100,0,3,3,1,5,2,0,1,3,1,0,0,9,2,"Franklin, Stephen"
2018,Fall,LER,100,0,6,2,2,6,0,0,1,0,1,0,1,4,0,"Arnold, Dexter P"
2018,Fall,LER,100,0,6,6,4,2,2,2,1,1,0,0,2,4,0,"Cohen, Margaret L"
2018,Fall,LER,565,8,12,3,1,1,2,0,1,0,0,0,0,0,0,"Lamare, James R"
2018,Fall,LER,590,3,6,6,8,1,3,2,0,0,0,0,0,0,0,"Restubog, Simon L"
2018,Fall,LER,590,0,21,9,4,2,0,0,0,0,0,0,0,0,0,"Forsythe, Elizabeth C"
2018,Fall,LER,590,0,25,0,0,1,0,0,0,0,0,0,0,0,0,"Drasgow, Fritz"
2018,Fall,LER,590,0,4,7,5,3,2,0,0,0,0,0,0,0,0,"Weaver, Andrew"
2018,Fall,LER,590,0,9,12,2,1,0,0,0,1,0,0,0,0,0,"Park, YoungAh"
2018,Fall,LER,591,5,51,29,4,2,1,0,0,0,0,0,0,0,0,"Cardador, Maria T"
2018,Fall,LER,593,43,19,10,6,5,1,2,1,0,0,0,0,2,0,"Newman, Daniel A"
2018,Fall,LING,100,7,21,11,4,4,1,0,2,0,0,0,1,0,0,"Adams, Chase M"
2018,Fall,LING,100,10,16,7,8,3,1,4,0,0,0,0,0,2,0,"Sun, Yan"
2018,Fall,LING,100,4,8,5,2,1,1,0,2,0,1,0,0,0,0,"Chen, Chung-Yu"
2018,Fall,LLS,100,1,5,9,9,8,6,5,1,4,2,0,3,1,1,"Cardenas Gonzal, Nancy D"
2018,Fall,LLS,100,0,22,10,5,9,2,3,0,1,1,0,0,3,0,"Mora, Juan I"
2018,Fall,MACS,100,15,20,13,5,5,1,1,1,0,0,0,0,1,1,"Rojas Alvarez, Jorge"
2018,Fall,MACS,100,9,22,15,3,8,1,3,0,0,0,0,0,0,0,"Mukhopadhyay, Anirban"
2018,Fall,MACS,100,5,19,20,9,5,1,1,0,0,0,0,1,0,0,"Peng, Anqi"
2018,Fall,MACS,100,6,21,12,5,6,6,3,0,0,0,1,0,2,0,"Prieto Nanez, Fabian M"
2018,Fall,MACS,100,5,18,10,8,5,0,3,2,0,0,0,0,1,1,"Carrillo Fuchs, David E"
2018,Fall,MACS,100,8,17,14,9,7,3,3,0,2,0,1,0,0,1,"Gu, Jingyi"
2018,Fall,MACS,100,6,26,12,6,5,3,2,0,1,0,0,1,1,1,"Pyo, Yeah In"
2018,Fall,MACS,100,4,6,6,3,4,1,2,2,0,0,0,0,0,0,"Das, Susmita"
2018,Fall,MACS,100,11,28,9,6,5,1,1,0,0,0,0,0,1,0,"Gao, Yiran"
2018,Fall,MACS,100,5,9,8,3,3,2,0,1,0,0,0,0,1,0,"Ciafone, Amanda M"
2018,Fall,MACS,101,10,21,7,4,3,1,1,0,0,0,0,0,1,0,"Malo, Gabriel R"
2018,Fall,MACS,101,22,11,11,5,1,1,0,0,1,0,0,0,2,0,"McSwain, Megan"
2018,Fall,MACS,101,0,3,7,8,4,4,1,0,1,0,0,0,1,0,"Valkanova, Dora R"
2018,Fall,MACS,101,0,16,3,7,2,0,0,0,0,0,0,0,1,0,"Knipp, Jonathan A"
2018,Fall,MACS,101,10,25,8,3,4,1,0,0,0,0,0,0,0,0,"Faust, Ted R"
2018,Fall,MACS,101,1,8,28,5,4,1,1,0,0,0,0,0,2,0,"Ahn, Sungyong"
2018,Fall,MACS,199,3,9,8,4,4,0,0,0,0,0,0,0,0,0,"Font Bas, Victor"
2018,Fall,MACS,356,26,8,1,1,0,0,0,1,0,0,0,0,2,0,"Robinson, Jessica L"
2018,Fall,MATH,103,3,27,6,4,25,2,1,10,2,0,1,0,1,0,"Hoffmeister, April M"
2018,Fall,MATH,112,8,32,29,41,49,38,47,28,22,15,7,7,27,2,"Reddy, Alison"
2018,Fall,MATH,115,1,8,12,18,18,13,18,24,10,10,10,3,15,1,"Skabelund, Dane C"
2018,Fall,MATH,115,4,14,42,39,44,33,35,32,22,16,17,12,18,2,"McNeilly, Jennifer R"
2018,Fall,MATH,213,1,25,1,0,15,3,3,5,2,0,5,0,2,0,"Ivanov, Sergei V"
2018,Fall,MATH,220,1,9,9,7,4,9,4,1,5,1,0,1,2,0,"Ahmed, Iftikhar"
2018,Fall,MATH,220,30,101,28,31,92,30,39,58,18,17,40,12,56,6,"Murphy, Robert F"
2018,Fall,MATH,221,29,75,52,66,64,49,31,21,31,12,5,2,2,1,"Folwaczny, Lena C"
2018,Fall,MATH,221,19,47,32,62,66,47,29,36,23,30,4,2,17,4,"Guzman, Rosemary K"
2018,Fall,MATH,225,20,36,21,19,27,17,20,30,19,0,16,0,20,2,"Bradlow, Steven B"
2018,Fall,MATH,231,32,84,62,82,75,65,42,28,10,17,10,2,11,1,"Bronski, Jared C"
2018,Fall,MATH,231,55,75,34,42,35,48,35,32,30,28,15,13,27,11,"Petrickova, Sarka"
2018,Fall,MATH,241,16,49,61,56,49,48,36,25,22,13,6,10,4,2,"Allen, Patrick B"
2018,Fall,MATH,241,4,19,13,15,8,15,2,4,3,2,1,2,1,0,"Skabelund, Dane C"
2018,Fall,MATH,241,7,16,18,26,22,22,12,15,7,2,0,2,1,0,"Ahmed, Iftikhar"
2018,Fall,MATH,241,25,38,63,56,58,42,49,43,21,14,12,8,9,0,"Pascaleff, James"
2018,Fall,MATH,241,24,52,77,71,59,51,51,35,22,18,5,3,9,3,"Dunfield, Nathan M"
2018,Fall,MATH,285,13,12,18,22,15,4,7,6,6,6,11,1,3,1,"Oikhberg, Timur"
2018,Fall,MATH,285,46,79,73,54,49,19,33,9,15,7,11,11,16,2,"Clifton, Sara M"
2018,Fall,MATH,286,0,74,17,8,41,32,17,27,17,9,4,9,2,1,"Chuang, Jer-Chin"
2018,Fall,MATH,347,2,10,6,2,0,1,2,0,0,0,1,0,0,0,"Lerman, Eugene M"
2018,Fall,MATH,347,6,8,3,2,14,7,8,2,1,0,0,0,0,1,"Kutzarova-Ford, Denka N"
2018,Fall,MATH,347,1,10,1,2,2,4,0,1,0,0,0,0,0,1,"Borman, Matthew S"
2018,Fall,MATH,347,3,4,4,2,2,2,4,1,1,0,0,0,1,2,"Lutzer, David J"
2018,Fall,MATH,347,0,9,2,4,0,0,4,2,0,0,0,0,0,0,"Li, Xiaochun"
2018,Fall,MATH,347,3,13,4,3,4,5,1,2,3,0,2,0,4,0,"Berwick Evans, Daniel"
2018,Fall,MATH,412,8,16,11,8,4,10,4,8,1,2,1,1,0,1,"Kostochka, Alexandr V"
2018,Fall,MATH,415,27,45,35,46,50,37,17,25,11,6,10,1,10,2,"Bergvelt, Maarten J"
2018,Fall,MATH,415,41,78,45,61,46,51,22,39,16,12,14,1,12,1,"Kedem, Rinat"
2018,Fall,MATH,416,0,6,1,2,1,2,0,3,2,0,0,4,0,0,"Tumanov, Alexander E"
2018,Fall,MATH,416,8,1,1,0,3,2,0,4,0,0,0,0,5,0,"Tang, Shiang"
2018,Fall,MATH,416,3,10,12,8,6,3,7,3,0,0,0,0,1,0,"Nevins, Thomas A"
2018,Fall,MATH,416,5,3,4,3,3,1,1,0,0,0,0,0,1,0,"Erdogan, Mehmet B"
2018,Fall,MATH,416,4,3,2,3,2,2,2,1,1,0,2,0,2,0,"Duursma, Iwan M"
2018,Fall,MATH,417,1,13,4,5,7,3,3,3,4,0,0,1,1,0,"Heller, Jeremiah B"
2018,Fall,MATH,441,9,10,11,7,5,5,3,5,4,0,1,0,9,0,"Tzirakis, Nikolaos"
2018,Fall,MATH,444,12,9,5,2,5,3,3,6,1,1,0,3,1,0,"Nikolaev, Igor G"
2018,Fall,MATH,444,9,4,8,3,2,0,2,0,0,0,0,0,0,0,"Hinkkanen, Aimo H"
2018,Fall,MATH,453,3,17,3,2,2,1,2,0,0,0,0,0,0,0,"Zaharescu, Alexandru"
2018,Fall,MATH,461,4,8,1,10,5,0,0,7,0,0,1,0,3,0,"Albin, Pierre"
2018,Fall,MBA,501,10,20,5,9,3,2,0,0,0,0,0,0,0,0,"Venkateswaran, Venkatasub"
2018,Fall,MBA,501,4,25,6,6,6,0,0,0,0,0,0,0,0,0,"Noel, Hayden N"
2018,Fall,MBA,501,1,24,0,0,22,0,0,0,0,0,0,0,0,0,"DeBrock, Lawrence M"
2018,Fall,MBA,502,4,34,6,3,0,0,0,0,0,0,0,0,0,0,"Noel, Hayden N"
2018,Fall,MBA,502,5,38,5,1,0,0,0,0,0,0,0,0,0,0,"Subramanyam, Ramanath"
2018,Fall,MBA,502,0,21,15,7,3,2,0,1,0,0,0,0,0,0,"Xu, Yuqian"
2018,Fall,MCB,150,15,27,37,29,26,31,21,17,18,10,7,4,4,0,"Reedy, Melissa M"
